name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
wonderwall,(what's the story) morning glory?,oasis,79rumzfmnmpqznswovvtqv,1995-10-02,15,258906,0.412,0.00214,0.8440000000000001,0.0,0.134,0.459,-5.613,0.037,174.452,2,4,happy
worlds collide - edison cole remix,worlds collide (remixes),nervo,3jqpijrqfmw68ykpxxwpl4,2019-11-22,55,192413,0.631,0.0149,0.862,6.23e-05,0.103,0.438,-4.114,0.0515,145.01,8,4,happy
would you rather,stranger in the alps,phoebe bridgers,4ctet5qumxa8ruzdeqagkk,2017-09-22,49,199080,0.482,0.936,0.363,0.000109,0.104,0.261,-10.925999999999998,0.0309,135.779,10,4,sad
wrong way,sublime greatest hits,sublime,6uuqbb6wxrcijwsstrfiye,1999-11-09,1,136360,0.6629999999999999,0.0655,0.6709999999999999,0.0,0.107,0.955,-6.103,0.0395,74.453,9,4,energetic
yam yam,yam yam,no vacation,1j56m8iogh48yukqj64qgk,2017-05-12,0,216038,0.445,0.319,0.591,0.7659999999999999,0.107,0.0774,-9.004,0.0316,137.864,7,4,sad
you are safe with me,delta/alpha,jef martens,4t2xuvb63kvqwealaaaqaz,2020-05-01,35,86125,0.392,0.99,0.039,0.949,0.1,0.389,-27.643,0.0312,99.731,9,4,calm
you get what you give,maybe you've been brainwashed too,new radicals,32lf1rsindtdk6av3kdfay,1998-01-01,1,300773,0.621,0.17,0.901,0.0,0.0875,0.7440000000000001,-5.396,0.0302,113.967,2,4,happy
you were bored,you were bored,loyal lobos,5biwf6l3dnpkcueuzmlhdz,2020-07-15,36,263080,0.291,0.7809999999999999,0.419,0.00433,0.113,0.0613,-10.33,0.0305,114.935,6,4,sad
"you're gonna go far, kid",21 alt rock anthems,various artists,7oypojjhzoalqqlgkptefk,2014-07-22,0,178333,0.547,0.00485,0.877,0.0,0.247,0.611,-5.135,0.0658,126.083,9,4,energetic
you're my best friend - remastered 2011,queen 40 limited edition collector's box set,queen,4vexj6nvews8ptynknswaa,2011-01-01,57,170800,0.518,0.158,0.7609999999999999,0.00765,0.0715,0.5760000000000001,-7.025,0.0452,118.738,0,4,happy
your turn now,your turn now,aaron smith,6ij1soe86rp6d9ysxwcz9n,2020-07-10,49,239500,0.634,0.8190000000000001,0.193,0.0,0.113,0.159,-9.503,0.0277,95.004,7,4,sad
youth,the wild youth ep,daughter,1jdmo4evphtm0xxhjb2ijr,2012-02-29,0,251626,0.588,0.61,0.477,0.00188,0.122,0.488,-12.71,0.0492,150.39600000000004,9,4,sad
alpha waves,alpha waves,eucalyptic,5zcw5cdwhfxjgl2mzxgwhx,2019-11-11,59,205127,0.561,0.795,0.314,0.8759999999999999,0.115,0.0883,-16.989,0.0281,95.931,4,4,calm
cry on airplanes,cry on airplanes,julian,1elezgomfru5n7bnotuaqi,2020-04-10,40,226000,0.763,0.5479999999999999,0.3720000000000001,0.000638,0.116,0.76,-7.07,0.0683,85.01,5,4,sad
i don't want to watch the world end with someone else,i don't want to watch the world end with someone else,clinton kane,58qx77t2vwmwcycsh9zklc,2020-05-08,68,184505,0.535,0.7709999999999999,0.359,0.0,0.111,0.488,-9.343,0.0607,154.16299999999995,2,4,sad
lovely (with khalid),lovely (with khalid),billie eilish,0u2p5u6lvodfwtyjaadbn4,2018-04-19,88,200185,0.351,0.934,0.296,0.0,0.095,0.12,-10.109,0.0333,115.284,4,4,sad
mellow,sleep escape,cloudcrush,1yjxnoep2bq1n1691n37os,2020-05-20,48,144434,0.609,0.985,0.157,0.792,0.112,0.0698,-15.792,0.0322,111.966,0,4,calm
no song without you,no song without you,honne,3kkuf8f2hktfsclgbh4ywr,2020-06-12,75,161536,0.778,0.463,0.462,0.583,0.11,0.8170000000000001,-12.729,0.0359,105.45,0,4,sad
pass you by,the voicenotes,alaina castillo,4nvwmupctfitpxetr5aozp,2020-04-24,60,245945,0.51,0.892,0.355,0.0,0.133,0.453,-6.882999999999999,0.0287,141.796,11,4,sad
the frost,sentience,praam,7l4b5jynl1wwufvjgkmuwr,2020-01-24,35,254440,0.259,0.956,0.259,0.942,0.0923,0.0403,-18.89,0.0594,123.693,3,4,calm
the theme song,notion,teodor wolgers,3n2qaryg5ntg5cwwq5mw3q,2020-04-24,36,159840,0.604,0.986,0.03,0.952,0.105,0.15,-27.007,0.0386,117.781,0,4,calm
you broke me first,you broke me first,tate mcrae,45be4hxi0awgzxfztmp8jr,2020-04-17,87,169265,0.642,0.7859999999999999,0.374,0.0,0.0906,0.0799,-9.386,0.0545,124.099,4,4,sad
you were good to me,brent,jeremy zucker,4cxfn5zon70b3vopbybd6p,2019-05-03,76,219146,0.561,0.913,0.0848,2.62e-05,0.112,0.206,-15.099,0.0404,102.128,2,4,sad
æfre,æfre,praam,2irbt1bsyaief44plykaom,2020-07-17,41,186331,0.377,0.994,0.0156,0.8809999999999999,0.0991,0.0804,-28.435,0.0397,140.179,0,4,calm
